Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
20,21,1,2,917.75,0.09,0,9.95,-15.5,362.915
20,21,2,3,238.1,0.17,0,74.1,-4.731,362.915
20,21,3,4,-1.89,10.37,0,-82.12,0.045,362.915
20,21,4,5,127.71,0.31,0,-0.48,-3.616,362.915
20,21,5,6,111.26,0.09,0,-13.73,-3.825,362.915
20,21,6,7,-52.84,0.11,0,9.99,2.236,362.915
20,21,7,8,66.37,0.31,0,-29.9,-3.511,362.915
20,21,8,9,27.35,0.3,0,-4.92,-1.841,362.915
20,21,9,10,135.95,0.27,0,0.38,-11.898,362.915
20,21,10,11,130.72,0.26,0,-12.87,-15.253,362.915
20,21,11,12,92.61,0.25,0,19.85,-14.953,365.229
20,21,12,13,461.88,0.05,0,-19.06,-106.541,365.229
20,21,13,14,90.69,0.17,0,-15.51,-31.378,365.229
20,21,14,15,-48.46,0.17,0,-49.9,26.826,365.229
20,21,15,16,-37.7,0.09,0,-2.16,36.525,365.229
20,21,16,17,68.19,0.08,0,-8.9,-132.123,365.229
20,21,17,18,79.46,0.11,0,-57.73,-384.897,365.229
20,21,18,19,303.3,0.03,0,-75.13,-5876.682,365.229
20,21,19,22,397.18,0.02,0,285.17,1658.778,26.241
20,21,22,23,681.06,0,0,0.31,-948.116,26.241
20,21,23,24,514.58,0.03,0,-28.39,-179.089,26.241
20,21,24,25,358.05,0.1,0,-13.56,-49.845,26.241
20,21,25,26,32.24,0.08,0,-21.67,-31.343,366.531
20,21,26,27,48.83,0.16,0,-31.14,-27.127,366.531
20,21,27,28,34.08,0.18,0,11.91,-11.834,366.531
20,21,28,29,51.24,0.2,0,13.85,-11.863,366.531
20,21,29,30,89.97,0.15,0,-1.31,-14.579,366.531
20,21,30,31,-15.68,0.54,0,3.49,1.848,366.531
20,21,31,32,109.63,0.16,0,-22.75,-9.69,366.531
20,21,32,33,137.25,0.27,0,-18.38,-9.332,366.531
20,21,33,34,568.05,0.21,0,15.05,-30.346,366.531
20,21,34,35,587.21,0.23,0,-18,-25.095,366.531
20,21,35,36,141.88,0.83,0,10.75,-4.95,368.307
20,21,36,37,-2029.04,0.14,0,18.26,58.304,368.307
20,21,37,38,-550.24,0.4,0,-35.53,13.176,368.307
20,21,38,39,-635.61,0.36,0,10.09,12.817,368.307
20,21,39,40,-415.37,0.34,0,-29.08,7.119,368.307
20,21,40,41,-115.38,0.11,0,30.29,1.695,368.307
20,21,41,42,-205.27,0.15,0,13.77,2.604,368.307
20,21,42,43,-35.16,0.86,0,26.39,0.388,368.307
20,21,43,44,-111.32,0.67,0,-30.61,1.075,368.307
20,21,44,45,-150.81,0.18,0,-13.12,1.281,368.307
20,21,45,46,300.23,0.46,0,21.14,-2.264,369.51
20,21,46,47,254.29,0.79,0,7.27,-1.704,369.51
20,21,47,48,-505.82,0.48,0,-32.79,3.027,369.51
20,21,48,1,-91.33,0.05,0,26.05,21.238,369.51
21,22,1,2,18005.73,0.24,0,9.12,-252.798,351.979
21,22,2,3,14064.71,0.23,0,74.65,-230.379,351.979
21,22,3,4,4970.52,0.25,0,-81.58,-95.784,351.979
21,22,4,5,-480.03,0.3,0,-0.72,10.985,351.979
21,22,5,6,-155.04,0.7,0,-13,4.258,351.979
21,22,6,7,965.89,0.25,0,12.38,-32.207,351.979
21,22,7,8,-104.38,0.7,0,-28.83,4.284,351.979
21,22,8,9,-27.46,1.45,0,-3.15,1.409,351.979
21,22,9,10,-566.85,0.48,0,1.04,37.01,351.979
21,22,10,11,-481.74,0.51,0,-12.04,40.889,351.979
21,22,11,12,-271.13,0.16,0,22.37,30.745,352.682
21,22,12,13,-810.06,0.03,0,-13.77,126.304,352.682
21,22,13,14,21.41,1.06,0,-11.87,-4.769,352.682
21,22,14,15,220.14,0.07,0,-42.29,-73.552,352.682
21,22,15,16,130.21,0.09,0,3.6,-69.61,352.682
21,22,16,17,-46.81,0.1,0,2.28,43.79,352.682
21,22,17,18,-26.86,0.07,0,-16.77,50.264,352.682
21,22,18,19,-50.01,0.09,0,-7.42,233.926,352.682
21,22,19,20,35.93,0.18,0,-261.63,-672.284,352.682
21,22,23,24,602.91,0.02,0,29.12,-2039.323,63.758
21,22,24,25,809.32,0.03,0,7.51,-684.379,63.758
21,22,25,26,197.23,0.14,0,-21.57,-66.711,63.758
21,22,26,27,604.44,0.07,0,-28.46,-102.226,63.758
21,22,27,28,510.54,0.06,0,12.98,-49.339,63.758
21,22,28,29,-33.49,0.13,0,12.45,11.239,354.257
21,22,29,30,12.83,0.57,0,-2.75,-2.871,354.257
21,22,30,31,717.33,0.08,0,3.63,-112.346,354.257
21,22,31,32,-32.5,0.39,0,-23.83,3.702,354.257
21,22,32,33,-87.4,0.11,0,-18.17,7.466,354.257
21,22,33,34,-1096.72,0.05,0,15.92,72.069,354.257
21,22,34,35,-1048.15,0.09,0,-17.59,54.118,354.257
21,22,35,36,98.07,1.75,0,11.73,-4.051,354.257
21,22,36,37,3113.47,0.07,0,16.24,-104.489,354.257
21,22,37,38,1036.24,0.25,0,-36.85,-28.64,354.257
21,22,38,39,1749.94,0.11,0,8.59,-40.296,354.184
21,22,39,40,1286.93,0.09,0,-30.34,-24.955,354.184
21,22,40,41,197.34,0.47,0,29.94,-3.253,354.184
21,22,41,42,411.5,0.14,0,13.89,-5.814,354.184
21,22,42,43,-855.04,0.09,0,26.58,10.433,354.184
21,22,43,44,-199.34,0.21,0,-30.09,2.115,354.184
21,22,44,45,-201.41,0.26,0,-12.8,1.87,354.184
21,22,45,46,-7029.27,0.11,0,21.61,57.425,354.184
21,22,46,47,-14365.01,0.11,0,8.32,103.819,354.184
21,22,47,48,-22158.71,0.1,0,-31.88,142.342,354.184
21,22,48,1,-1324.6,0.03,0,25.04,49.697,61.947
22,23,1,2,47637.61,0.18,0,13.15,-535.121,326.079
22,23,2,3,35776.12,0.16,0,76.85,-465.332,326.079
22,23,3,4,12335.53,0.14,0,-80.8,-187.187,326.079
22,23,4,5,-798.09,0.18,0,1.31,14.248,326.079
22,23,5,6,-39,0.89,0,-11.14,0.827,326.079
22,23,6,7,2277.09,0.13,0,12.16,-57.929,326.079
22,23,7,8,-81.12,0.43,0,-26.8,2.506,326.079
22,23,8,9,7.78,2.82,0,-2.96,-0.296,326.079
22,23,9,10,-1036.79,0.05,0,1.22,49.273,326.079
22,23,10,11,-847.5,0.04,0,-11.78,51.262,326.079
22,23,11,12,-437.37,0.06,0,22.28,34.608,328.132
22,23,12,13,-922.54,0.05,0,-11.9,97.331,328.132
22,23,13,14,122.67,0.28,0,-8.11,-17.795,328.132
22,23,14,15,390.87,0.14,0,-35.72,-81.003,328.132
22,23,15,16,227.59,0.15,0,8.45,-70.748,328.132
22,23,16,17,-56.24,0.14,0,6.42,27.974,328.132
22,23,17,18,-14.01,0.05,0,-1.07,12.195,328.132
22,23,18,19,-9.53,0.05,0,-15.76,16.591,328.132
22,23,19,20,185.5,0.04,0,-89.24,-807.279,328.132
22,23,20,21,666.39,0.41,0,-466.44,-50.75,1.436
22,23,24,25,778.6,0.03,0,62.7,-2045.547,49.522
22,23,25,26,160.94,0.15,0,-19.85,-105.708,49.522
22,23,26,27,427.5,0.13,0,-25.96,-112.314,49.522
22,23,27,28,380.42,0.14,0,14.45,-49.973,49.522
22,23,28,29,-14.86,0.49,0,12.2,7.414,329.104
22,23,29,30,30.74,0.33,0,-2.93,-9.583,329.104
22,23,30,31,628.56,0.17,0,4.45,-130.647,329.104
22,23,31,32,-13.16,0.45,0,-24.07,1.915,329.104
22,23,32,33,-64.16,0.25,0,-18.59,6.789,329.104
22,23,33,34,-964.34,0.16,0,14.7,76.531,329.104
22,23,34,35,-970.26,0.15,0,-18.52,59.232,329.104
22,23,35,36,15.44,11.25,0,11.37,-0.741,329.104
22,23,36,37,2323.73,0.11,0,16.86,-89.167,329.104
22,23,37,38,1018.64,0.23,0,-36.3,-31.759,329.104
22,23,38,39,2007.35,0.07,0,9.84,-51.777,330.609
22,23,39,40,1547.07,0.09,0,-29.49,-33.253,330.609
22,23,40,41,196.21,0.4,0,30.43,-3.551,330.609
22,23,41,42,415.7,0.03,0,14.28,-6.396,330.609
22,23,42,43,-1363.27,0,0,26.32,17.978,330.609
22,23,43,44,-469.12,0.36,0,-29.9,5.343,330.609
22,23,44,45,-562.57,0.14,0,-12.77,5.571,330.609
22,23,45,46,-11089.72,0.07,0,19.5,96.101,330.609
22,23,46,47,-22537.55,0.09,0,4.34,171.864,330.609
22,23,47,48,-35790.64,0.16,0,-37.45,241.449,330.609
22,23,48,1,-3705.94,0.03,0,21.27,50.203,22.986
23,24,1,2,97613.63,0.16,0,13.66,-936.528,320.282
23,24,2,3,55061.48,0.17,0,78.37,-607.518,320.282
23,24,3,4,17865.89,0.16,0,-79.61,-228.246,320.282
23,24,4,5,-420.35,0.16,0,0.78,6.265,320.282
23,24,5,6,546.72,0.17,0,-11.07,-9.587,320.282
23,24,6,7,2995.83,0.19,0,13.64,-62.382,320.282
23,24,7,8,132.23,0.1,0,-27.61,-3.304,320.282
23,24,8,9,105.73,0.33,0,-2.76,-3.208,320.282
23,24,9,10,-918.17,0.17,0,1.53,34.288,320.282
23,24,10,11,-652.77,0.17,0,-11.41,30.471,320.282
23,24,11,12,-262.34,0.15,0,23.21,15.678,322.171
23,24,12,13,705.49,0.15,0,-13.49,-54.809,322.171
23,24,13,14,273.24,0.06,0,-9.98,-28.303,322.171
23,24,14,15,167.36,0.07,0,-35.18,-23.837,322.171
23,24,15,16,54.99,0.27,0,8.49,-11.189,322.171
23,24,16,17,70.74,0.06,0,5.28,-21.591,322.171
23,24,17,18,108.82,0.07,0,5.14,-53.142,322.171
23,24,18,19,358.66,0.04,0,-23.92,-306.505,322.171
23,24,19,20,409.24,0.14,0,-49.41,-699.465,322.171
23,24,20,21,499.89,0.13,0,-412.26,-2135.993,322.171
23,24,21,22,601.1,0.05,0,67.91,-2768.95,86.83
23,24,22,25,304.51,0.03,0,443.87,4208.107,86.83
23,24,25,26,71.9,0.09,0,-19.79,-331.2,86.83
23,24,26,27,133.42,0.11,0,-25.6,-153.652,86.83
23,24,27,28,104.15,0.13,0,14.62,-47.975,86.83
23,24,28,29,7.18,0.26,0,12.45,-6.155,323.325
23,24,29,30,27.57,0.15,0,-2.71,-13.509,323.325
23,24,30,31,174.17,0.18,0,3.83,-53.348,323.325
23,24,31,32,14.13,0.2,0,-23.82,-2.885,323.325
23,24,32,33,-1.25,6.88,0,-18.99,0.178,323.325
23,24,33,34,-196.77,0.11,0,13.99,20.456,323.325
23,24,34,35,-252.63,0.08,0,-18.87,19.697,323.325
23,24,35,36,-139.9,0.52,0,10.72,8.391,323.325
23,24,36,37,-533.51,0.15,0,17.63,25.141,323.325
23,24,37,38,293.8,0.3,0,-35.52,-11.076,323.325
23,24,38,39,1065.36,0.12,0,11.06,-32.77,324.696
23,24,39,40,915.2,0.14,0,-28.66,-23.184,324.696
23,24,40,41,36,1.56,0,31.06,-0.76,324.696
23,24,41,42,83.19,0.29,0,14.65,-1.479,324.696
23,24,42,43,-1479.14,0.15,0,26.54,22.35,324.696
23,24,43,44,-786.75,0.16,0,-29.53,10.19,324.696
23,24,44,45,-1063,0.07,0,-12.51,11.89,324.696
23,24,45,46,-11932.91,0.15,0,18.22,116.065,324.696
23,24,46,47,-24787.48,0.14,0,1.83,210.96,324.696
23,24,47,48,-44096.29,0.13,0,-41.5,330.249,324.696
23,24,48,1,-6380.88,0.09,0,13.37,50.705,13.706
24,25,1,2,-121340.88,0.13,0,11.06,1002.545,315.214
24,25,2,3,-78378.25,0.11,0,76.84,740.081,315.214
24,25,3,4,-23983.91,0.11,0,-78.71,260.438,315.214
24,25,4,5,298.22,0.2,0,0.89,-3.75,315.214
24,25,5,6,-1053.25,0.15,0,-9.59,15.45,315.214
24,25,6,7,-3793.87,0.11,0,17.96,65.473,315.214
24,25,7,8,-350.38,0.14,0,-27.61,7.181,315.214
24,25,8,9,-243.97,0.24,0,-1.27,6,315.214
24,25,9,10,393.22,0.07,0,2.62,-11.742,315.214
24,25,10,11,218.75,0.16,0,-10.18,-8.04,315.214
24,25,11,12,127.58,0.12,0,25.82,-5.885,316.507
24,25,12,13,390.94,0.3,0,-11.34,-22.952,316.507
24,25,13,14,352.76,0.16,0,-13.69,-26.924,316.507
24,25,14,15,-160.42,0.25,0,-37.19,16.325,316.507
24,25,15,16,-140.32,0.07,0,6.64,19.635,316.507
24,25,16,17,246.63,0.1,0,3.49,-49.301,316.507
24,25,17,18,246.47,0.1,0,6.6,-73.901,316.507
24,25,18,19,740.62,0.08,0,-24.76,-355.31,316.507
24,25,19,20,455.16,0.16,0,-30.46,-382.134,316.507
24,25,20,21,346.97,0.11,0,-275.48,-582.613,316.507
24,25,21,22,807.71,0.08,0,159.26,-477.766,44.598
24,25,22,23,777.82,0.06,0,-4.83,-1840.332,44.598
24,25,23,26,733.22,0.08,0,216.63,5204.409,44.598
24,25,26,27,858.82,0.22,0,41.95,-2031.985,44.598
24,25,27,28,722.05,0.13,0,-5.23,-427.093,44.598
24,25,28,29,-73.66,44.35,0,90.83,17.428,44.598
24,25,29,30,678.89,6.51,0,-49.65,-80.314,44.598
24,25,30,31,1588.81,2.31,0,-24.14,-107.404,44.598
24,25,31,32,476.7,0.09,0,-72.27,-143.293,317.3
24,25,32,33,-153.37,1.56,0,-6.61,30.735,317.3
24,25,33,34,-1559.68,0.77,0,71.9,218.787,317.3
24,25,34,35,1215.77,1.16,0,-69.5,-124.033,317.3
24,25,35,36,717.85,0.58,0,-2.58,-54.926,317.3
24,25,36,37,2882.55,0.45,0,-24.61,-169.66,317.3
24,25,37,38,-29.78,0.33,0,-33.25,1.377,317.3
24,25,38,39,391.38,0.09,0,12.6,-14.479,317.3
24,25,39,40,378.57,0.09,0,-27.65,-11.38,317.3
24,25,40,41,-184.92,0.05,0,32.83,4.578,317.3
24,25,41,42,-298.87,0.03,0,16.24,6.187,318.418
24,25,42,43,-3087.84,0.09,0,30.32,53.83,318.418
24,25,43,44,-2422.23,0.13,0,-26.05,35.893,318.418
24,25,44,45,-2802.44,0.13,0,-11.43,35.594,318.418
24,25,45,46,-23718.73,0.11,0,17.96,260.176,318.418
24,25,46,47,-73794.31,0.11,0,-0.23,703.879,318.418
24,25,47,48,-149674.2,0.11,0,-64.11,1249.209,318.418
24,25,48,1,24620.03,0.08,0,-2.58,-4520.609,318.418
25,26,1,2,-50122.38,0.41,0,9.43,366.704,317.191
25,26,2,3,-32603.73,0.4,0,76.84,271.068,317.191
25,26,3,4,-12441.88,0.4,0,-78.19,118.218,317.191
25,26,4,5,938.65,0.54,0,3.78,-10.257,317.191
25,26,5,6,130.18,2.17,0,-5.57,-1.647,317.191
25,26,6,7,-2712.35,0.43,0,23.84,40.037,317.191
25,26,7,8,80.94,2.69,0,-25.02,-1.406,317.191
25,26,8,9,-25.44,1.25,0,1.69,0.525,317.191
25,26,9,10,1497.22,0.63,0,4.23,-37.051,317.191
25,26,10,11,1199.3,0.67,0,-8.48,-36.038,317.191
25,26,11,12,489.6,0.84,0,27.72,-18.205,318.908
25,26,12,13,-332.65,3.04,0,-9.61,15.461,318.908
25,26,13,14,-305.01,0.61,0,-14.61,18.043,318.908
25,26,14,15,-428.9,0.36,0,-36.71,32.983,318.908
25,26,15,16,-240.05,0.27,0,6.63,24.614,318.908
25,26,16,17,60.02,0.85,0,3.94,-8.463,318.908
25,26,17,18,28.23,0.91,0,8.51,-5.686,318.908
25,26,18,19,158.82,0.44,0,-17.84,-47.982,318.908
25,26,19,20,61.14,0.22,0,-16.51,-29.554,318.908
25,26,20,21,31.85,0.47,0,-168.01,-26.941,318.908
25,26,21,22,188.3,0.12,0,121.85,-63.874,63.942
25,26,22,23,155.42,0.12,0,20.09,-131.802,63.942
25,26,23,24,72.4,0.13,0,-115.45,-245.613,63.942
25,26,24,27,292.55,0.05,0,300.55,2977.204,63.942
25,26,27,28,576.83,0,0,2.91,-1956.743,63.942
25,26,28,29,533.38,0.49,0,135.56,-452.333,63.942
25,26,29,30,200.19,1.63,0,-89.15,-67.91,63.942
25,26,30,31,214.59,15.58,0,-180.35,-182.304,320.276
25,26,31,32,49.48,23.88,0,-60.24,-24.022,320.276
25,26,32,33,196.03,6.47,0,-6.12,-59.478,320.276
25,26,33,34,659.65,8.95,0,74.3,-133.431,320.276
25,26,34,35,-447.82,20.92,0,-95.4,63.408,320.276
25,26,35,36,10.39,171.03,0,-4.56,-1.07,320.276
25,26,36,37,-92.75,65.66,0,-8.18,7.163,320.276
25,26,37,38,-227.32,1.64,0,-31.35,13.505,320.276
25,26,38,39,-827.6,0.64,0,15.04,38.631,320.276
25,26,39,40,-743.19,0.56,0,-26.35,27.753,320.276
25,26,40,41,5.67,26.37,0,33.38,-0.173,322.528
25,26,41,42,47.76,2.54,0,13.75,-1.202,322.528
25,26,42,43,2078.8,0.37,0,26.98,-43.59,322.528
25,26,43,44,1575.21,0.31,0,-30.61,-27.815,322.528
25,26,44,45,2235.95,0.33,0,-15.86,-33.56,322.528
25,26,45,46,18656.46,0.3,0,15.56,-240.018,322.528
25,26,46,47,50008.52,0.29,0,-2.02,-555.637,322.528
25,26,47,48,110184.41,0.27,0,-59.49,-1064.55,322.528
25,26,48,1,-6367.45,0.26,0,5.33,1190.713,322.528
26,27,1,2,-39491.81,0.73,0,7.29,269.061,333.89
26,27,2,3,-29298.54,0.6,0,73.22,225.638,333.89
26,27,3,4,-11565.82,0.59,0,-80.4,101.221,333.89
26,27,4,5,1316.1,0.72,0,4.61,-13.163,333.89
26,27,5,6,582.74,1.04,0,-5.43,-6.703,333.89
26,27,6,7,-2713.63,0.58,0,20.68,36.141,333.89
26,27,7,8,395.41,1.07,0,-23.88,-6.144,333.89
26,27,8,9,140.54,1.54,0,1.65,-2.569,333.89
26,27,9,10,2323.04,0.85,0,4.06,-50.428,333.89
26,27,10,11,2088.94,0.91,0,-8.5,-54.416,333.89
26,27,11,12,1223.2,0.9,0,27.05,-38.862,335.368
26,27,12,13,2655.53,0.19,0,-8.64,-103.839,335.368
26,27,13,14,-573.27,1.32,0,-12.73,28.02,335.368
26,27,14,15,-1361.06,0.45,0,-34.65,84.67,335.368
26,27,15,16,-906.2,0.32,0,8.26,73.286,335.368
26,27,16,17,167.91,0.23,0,6.45,-18.106,335.368
26,27,17,18,30.74,0.87,0,11.15,-4.557,335.368
26,27,18,19,411.64,0.16,0,-9.38,-87.189,335.368
26,27,19,20,124.95,0.12,0,-6.68,-39.697,335.368
26,27,20,21,49.97,0.12,0,-111.06,-25.401,335.368
26,27,21,22,602.69,0.06,0,90.75,-50.941,31.864
26,27,22,23,425.93,0.06,0,18.52,-72,31.864
26,27,23,24,139.91,0.21,0,-39.57,-59.128,31.864
26,27,24,25,856.49,0.07,0,-150.9,-1447.839,31.864
26,27,25,28,464.06,0,0,327.69,2353.411,31.864
26,27,28,29,373.34,0.23,0,64.89,-631.104,31.864
26,27,29,30,179.86,0.34,0,-82.63,-76.013,31.864
26,27,30,31,-4.17,65.82,0,61.01,7.454,336.795
26,27,31,32,21.61,10.96,0,-5.42,-19.307,336.795
26,27,32,33,-25.25,3.54,0,-27.84,12.893,336.795
26,27,33,34,203.67,3.3,0,-8.25,-64.982,336.795
26,27,34,35,295.3,4.41,0,-7.02,-62.813,336.795
26,27,35,36,-1006.91,13.21,0,104.1,149.925,336.795
26,27,36,37,712.31,28.92,0,-76.81,-77.135,336.795
26,27,37,38,-430.36,1.56,0,-31.85,34.952,336.795
26,27,38,39,-1035.54,0.81,0,14.89,64.694,336.795
26,27,39,40,-872.31,0.7,0,-26.1,42.819,336.795
26,27,40,41,-34.9,2.99,0,32.27,1.377,338.313
26,27,41,42,-158.72,1.37,0,12.88,5.087,338.313
26,27,42,43,1633.9,0.36,0,24.83,-43.126,338.313
26,27,43,44,904.72,0.11,0,-32.16,-19.899,338.313
26,27,44,45,983.15,0.22,0,-15.94,-18.21,338.313
26,27,45,46,13360.85,0.35,0,15.39,-210.352,338.313
26,27,46,47,34502.5,0.32,0,-2,-465.603,338.313
26,27,47,48,57422.77,0.37,0,-51.49,-669.239,338.313
26,27,48,1,-4160.05,0.08,0,11.65,829.442,338.313
27,28,1,2,-16706.26,0.73,0,3.45,118.465,390.977
27,28,2,3,-12759.08,0.62,0,70.63,101.791,390.977
27,28,3,4,-5053.3,0.62,0,-81.38,45.571,390.977
27,28,4,5,656.67,0.52,0,4.56,-6.73,390.977
27,28,5,6,342.62,0.65,0,-5.74,-4.013,390.977
27,28,6,7,-1220.76,0.66,0,19.01,16.442,390.977
27,28,7,8,252.23,0.54,0,-23.9,-3.934,390.977
27,28,8,9,105.72,0.7,0,1.38,-1.924,390.977
27,28,9,10,1250.7,0.56,0,4.1,-26.772,390.977
27,28,10,11,1180.24,0.51,0,-8.53,-30.001,390.977
27,28,11,12,809.54,0.36,0,27.28,-24.771,392.197
27,28,12,13,2139.73,0.88,0,-8.21,-79.501,392.197
27,28,13,14,-436.43,1.4,0,-12.59,19.957,392.197
27,28,14,15,-929.27,0.19,0,-34.63,53.118,392.197
27,28,15,16,-631.61,0.08,0,8.33,45.95,392.197
27,28,16,17,105.99,0.64,0,7.49,-10.024,392.197
27,28,17,18,12.1,3.43,0,11.92,-1.526,392.197
27,28,18,19,285.59,0.3,0,-6.25,-49.518,392.197
27,28,19,20,85.96,0.08,0,-3.5,-21.293,392.197
27,28,20,21,33.82,0.17,0,-84.11,-12.567,392.197
27,28,21,22,511.56,0.08,0,71.81,-64.895,83.692
27,28,22,23,380.53,0.06,0,14.8,-84.476,83.692
27,28,23,24,111.2,0.3,0,-20.36,-49.374,83.692
27,28,24,25,726.95,0.14,0,-31.29,-806.912,83.692
27,28,25,26,565.69,0.07,0,-99.76,-2511.641,83.692
27,28,26,29,280.24,0.07,0,427.91,3732.778,83.692
27,28,29,30,64.17,1.68,0,-203.64,-284.929,83.692
27,28,30,31,-57.24,3.49,0,20.03,63.536,83.692
27,28,31,32,-34.01,9.07,0,-9.36,71.074,393.962
27,28,32,33,2.58,211.14,0,-23.29,-2.695,393.962
27,28,33,34,148.96,27,0,10.15,-88.95,393.962
27,28,34,35,203.9,27.18,0,-26.02,-76.101,393.962
27,28,35,36,530.9,20.79,0,98.9,-132.096,393.962
27,28,36,37,-1783.92,12.03,0,-73.23,310.704,393.962
27,28,37,38,-197.8,0.76,0,-33.54,25.056,393.962
27,28,38,39,-392.91,0.44,0,12.65,37.327,393.962
27,28,39,40,-320.57,0.44,0,-27.51,23.427,393.962
27,28,40,41,-34.66,1.3,0,31.48,1.99,393.962
27,28,41,42,-82.63,2.21,0,13.2,3.796,394.004
27,28,42,43,446.6,0.43,0,25.18,-16.67,394.004
27,28,43,44,203.66,0.06,0,-31.63,-6.26,394.004
27,28,44,45,185.86,0.08,0,-15.02,-4.761,394.004
27,28,45,46,3837.1,0.55,0,17.41,-82.771,394.004
27,28,46,47,9641.41,0.48,0,1.87,-176.781,394.004
27,28,47,48,15431.62,0.51,0,-43.46,-242.526,394.004
27,28,48,1,-1108.62,0.04,0,12.16,264.551,394.004
28,29,1,2,2379.19,0.45,0,0.94,-15.172,393.78
28,29,2,3,2659.03,0.14,0,68.46,-18.99,393.78
28,29,3,4,1189.06,0.13,0,-82.25,-9.554,393.78
28,29,4,5,-347.35,0.17,0,4.8,3.155,393.78
28,29,5,6,-309.61,0.13,0,-5.65,3.196,393.78
28,29,6,7,314.37,0.1,0,17.64,-3.708,393.78
28,29,7,8,-285.53,0.29,0,-23.57,3.873,393.78
28,29,8,9,-166.59,0.75,0,1.4,2.617,393.78
28,29,9,10,-920.11,0.26,0,5.23,16.861,393.78
28,29,10,11,-983.99,0.28,0,-7.44,21.214,393.78
28,29,11,12,-883.76,0.35,0,29.45,22.695,394.986
28,29,12,13,-3234.47,0.18,0,-6,99.674,394.986
28,29,13,14,675.42,0.33,0,-14.05,-25.273,394.986
28,29,14,15,1101.79,0.23,0,-36.44,-50.742,394.986
28,29,15,16,753.45,0.15,0,6.86,-43.374,394.986
28,29,16,17,32.73,1.04,0,7.93,-2.398,394.986
28,29,17,18,132.11,0.29,0,11.88,-12.583,394.986
28,29,18,19,-4.46,3.71,0,-3.79,0.566,394.986
28,29,19,20,62.05,0.3,0,-1.95,-10.836,394.986
28,29,20,21,49.36,0.24,0,-70.64,-12.312,394.986
28,29,21,22,-63.96,0.49,0,64.12,24.052,396.929
28,29,22,23,-40.38,0.85,0,15.01,24.297,396.929
28,29,23,24,-2.49,9.39,0,-10.88,2.626,396.929
28,29,24,25,-174.09,11.87,0,-181.31,366.591,396.929
28,29,25,26,506.72,1.33,0,110.19,-2667.6,396.929
28,29,26,27,341.87,0.5,0,-242.07,-3139.807,173.119
28,29,27,30,289.05,0.3,0,518.8,7964.081,173.119
28,29,30,31,361.97,0.1,0,-1.85,-3324.399,173.119
28,29,31,32,-32.44,20.29,0,23.5,74.48,173.119
28,29,32,33,354.09,3.83,0,-116.95,-325.206,173.119
28,29,33,34,37.94,23.17,0,-9.33,-17.422,173.119
28,29,34,35,71.83,0.62,0,-41.13,-43.412,398.717
28,29,35,36,247.57,0.13,0,-9.07,-93.512,398.717
28,29,36,37,1191.25,1.12,0,4.24,-299.978,398.717
28,29,37,38,152.33,0.47,0,-33.22,-26.852,398.717
28,29,38,39,252.5,0.35,0,11.5,-32.369,398.717
28,29,39,40,196.02,0.26,0,-28.26,-18.847,398.717
28,29,40,41,38.7,0.3,0,32.91,-2.862,398.717
28,29,41,42,127.37,0.34,0,12.69,-7.402,398.717
28,29,42,43,-64.56,0.08,0,25.38,3.001,398.717
28,29,43,44,69.18,1.06,0,-32.21,-2.613,398.717
28,29,44,45,183.75,0.33,0,-17.19,-5.739,400.308
28,29,45,46,-485.97,0.51,0,18.45,12.648,400.308
28,29,46,47,-899.01,0.78,0,5.57,19.703,400.308
28,29,47,48,-682.71,2.41,0,-39.68,12.718,400.308
28,29,48,1,34,4.07,0,4.8,-8.566,400.308
29,30,1,2,1085.98,2.08,0,-2.07,-5.955,377.7
29,30,2,3,1978.33,0.91,0,64.57,-12.101,377.7
29,30,3,4,977.93,0.81,0,-84.03,-6.699,377.7
29,30,4,5,-428.33,0.55,0,5.74,3.301,377.7
29,30,5,6,-441.27,0.29,0,-5.02,3.844,377.7
29,30,6,7,245.43,0.68,0,15.72,-2.43,377.7
29,30,7,8,-474.72,0.56,0,-22.92,5.371,377.7
29,30,8,9,-304.48,0.42,0,1.47,3.962,377.7
29,30,9,10,-1405.55,0.55,0,8.61,21.176,377.7
29,30,10,11,-1581.67,0.6,0,-4.25,27.801,377.7
29,30,11,12,-1570.43,0.57,0,31.31,32.624,379.441
29,30,12,13,-6794.38,0.45,0,-6.02,167.611,379.441
29,30,13,14,1415.02,0.79,0,-15.49,-41.889,379.441
29,30,14,15,2161.36,0.46,0,-37.8,-77.692,379.441
29,30,15,16,1497.8,0.39,0,5.93,-66.265,379.441
29,30,16,17,172.01,0.86,0,8.71,-9.512,379.441
29,30,17,18,335.38,0.41,0,12.22,-23.605,379.441
29,30,18,19,102.75,0.54,0,-2.26,-9.402,379.441
29,30,19,20,141.28,0.26,0,-1.04,-17.236,379.441
29,30,20,21,91.02,0.26,0,-62.7,-15.269,379.441
29,30,21,22,-6.11,2.76,0,57.28,1.469,380.668
29,30,22,23,13.07,1.41,0,13.49,-4.715,380.668
29,30,23,24,24.96,0.74,0,-6.66,-14.4,380.668
29,30,24,25,803.56,1.86,0,-87.96,-811.399,380.668
29,30,25,26,120.72,4.16,0,10.52,-243.788,380.668
29,30,26,27,243.56,1.73,0,-340.76,-1229.677,380.668
29,30,27,28,49.53,1.81,0,135.52,-1000.307,380.668
