Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
29,30,28,31,133.85,0.38,0,605.16,8137.666,382.004
29,30,31,32,207.85,0.46,0,168.93,-4212.186,382.004
29,30,32,33,10.95,60.07,0,-312.88,-55.456,382.004
29,30,33,34,-224.13,0.63,0,-130.71,454.219,382.004
29,30,34,35,30.05,2.07,0,-42.88,-30.446,382.004
29,30,35,36,295.46,3.92,0,-26.29,-171.079,382.004
29,30,36,37,1781.7,2.12,0,63.16,-644.78,382.004
29,30,37,38,176.05,0.61,0,-31.78,-42.475,382.004
29,30,38,39,271.3,0.47,0,12.38,-45.817,382.004
29,30,39,40,207.97,0.38,0,-27.88,-25.544,382.004
29,30,40,41,60.21,0.37,0,33.54,-5.561,383.025
29,30,41,42,161.28,0.42,0,11.22,-11.459,383.025
29,30,42,43,27.11,1.05,0,22.33,-1.513,383.025
29,30,43,44,100.98,0.34,0,-34.06,-4.51,383.025
29,30,44,45,160.19,0.19,0,-18.11,-5.813,383.025
29,30,45,46,-208.38,0.33,0,17.49,6.227,383.025
29,30,46,47,-246.34,0.78,0,3.27,6.134,383.025
29,30,47,48,252.3,1.98,0,-41,-5.291,383.025
29,30,48,1,-51.44,1.09,0,6.71,13.03,383.025
30,31,1,2,-10501.43,0.73,0,0.89,51.271,373.623
30,31,2,3,-8662.43,0.64,0,67.07,46.988,373.623
30,31,3,4,-3540.66,0.63,0,-82.62,21.423,373.623
30,31,4,5,531.75,0.53,0,5.49,-3.603,373.623
30,31,5,6,300.29,0.26,0,-5.28,-2.289,373.623
30,31,6,7,-975,0.54,0,15.72,8.402,373.623
30,31,7,8,125.67,1.56,0,-23.6,-1.231,373.623
30,31,8,9,5.4,20.01,0,1.06,-0.06,373.623
30,31,9,10,838.92,0.93,0,8.48,-10.798,373.623
30,31,10,11,712.04,0.78,0,-4.33,-10.612,373.623
30,31,11,12,184.55,4.16,0,29.1,-3.224,375.392
30,31,12,13,-1170.29,1.28,0,-4.57,24.052,375.392
30,31,13,14,494.52,2.19,0,-14.36,-12.069,375.392
30,31,14,15,-63.85,11.14,0,-36.75,1.87,375.392
30,31,15,16,-98.62,3.75,0,6.95,3.507,375.392
30,31,16,17,368.24,0.14,0,9.53,-16.118,375.392
30,31,17,18,180.53,0.25,0,13.21,-9.877,375.392
30,31,18,19,400.12,0.17,0,-2.13,-27.862,375.392
30,31,19,20,52.9,0.06,0,-0.08,-4.788,375.392
30,31,20,21,-23.52,0.34,0,-57.96,2.839,375.392
30,31,21,22,766.06,0.09,0,50.98,-85.186,251.528
30,31,22,23,659.78,0.13,0,9.9,-104.812,251.528
30,31,23,24,204.83,0.4,0,-7.89,-48.808,251.528
30,31,24,25,1568.05,0.2,0,-30.11,-597.83,251.528
30,31,25,26,163.02,2.52,0,-35.18,-108.768,251.528
30,31,26,27,32.37,21.29,0,-40.14,-43.192,251.528
30,31,27,28,-80.31,3.11,0,-54.33,267.912,251.528
30,31,28,29,358.23,0.04,0,-24.44,-4780.226,251.528
30,31,29,32,237.78,0.17,0,443.66,11270.38,297.807
30,31,32,33,233.58,0.34,0,-199.43,-3690.415,297.807
30,31,33,34,119.77,0.12,0,-59.31,-473.058,297.807
30,31,34,35,-349.27,4.03,0,216.51,551.823,297.807
30,31,35,36,1306.45,2.5,0,-302.87,-1032.041,297.807
30,31,36,37,108.84,0.05,0,136.99,-49.133,297.807
30,31,37,38,16.76,4.25,0,-33.61,-6,377.882
30,31,38,39,-19.3,5.35,0,12.84,4.607,377.882
30,31,39,40,-29.19,2.75,0,-26.77,4.877,377.882
30,31,40,41,21.83,0.73,0,31.24,-2.652,377.882
30,31,41,42,36.6,1.2,0,11.2,-3.336,377.882
30,31,42,43,194.46,0.21,0,20.14,-13.631,377.882
30,31,43,44,40.65,0.16,0,-34.42,-2.239,377.882
30,31,44,45,-55.85,0.61,0,-15.78,2.461,377.882
30,31,45,46,993.61,0.47,0,16.42,-35.57,377.882
30,31,46,47,2386.2,0.46,0,0.37,-70.349,377.882
30,31,47,48,3587.59,0.37,0,-39.58,-53.656,230.041
30,31,48,1,-316.37,0.04,0,22.53,51.166,230.041
31,32,1,2,1666.95,0.31,0,3.72,-7.262,369.128
31,32,2,3,2873.83,0.44,0,71.31,-13.862,369.128
31,32,3,4,1435.14,0.32,0,-80.23,-7.691,369.128
31,32,4,5,-712.91,0.48,0,4.33,4.262,369.128
31,32,5,6,-813.59,0.28,0,-6.18,5.447,369.128
31,32,6,7,238.56,0.48,0,16.45,-1.797,369.128
31,32,7,8,-1118.64,0.5,0,-24.67,9.524,369.128
31,32,8,9,-801.83,0.73,0,0.65,7.758,369.128
31,32,9,10,-3267.69,0.46,0,5.8,36.132,369.128
31,32,10,11,-3863.51,0.51,0,-6.96,49.129,369.128
31,32,11,12,-4346.05,0.47,0,29.85,64.351,371.207
31,32,12,13,-21231.33,0.35,0,2.72,366.765,371.207
31,32,13,14,5062.71,0.47,0,-16.01,-102.89,371.207
31,32,14,15,6709.83,0.36,0,-38.16,-161.933,371.207
31,32,15,16,4668.94,0.35,0,5.65,-135.217,371.207
31,32,16,17,1101.43,0.46,0,8.57,-38.733,371.207
31,32,17,18,1189.17,0.35,0,12.52,-51.469,371.207
31,32,18,19,383.58,0.25,0,-2.13,-20.753,371.207
31,32,19,20,244.18,0.33,0,0.09,-16.813,371.207
31,32,20,21,118.87,0.12,0,-54.15,-10.64,371.207
31,32,21,22,-87.92,0.67,0,49.58,10.53,372.489
31,32,22,23,-64.79,0.77,0,11.9,10.67,372.489
31,32,23,24,0.66,19.93,0,-4.95,-0.156,372.489
31,32,24,25,430.14,0.09,0,-6.74,-151.788,372.489
31,32,25,26,23.93,12.76,0,-36.84,-13.514,372.489
31,32,26,27,39.93,2.84,0,-43.88,-39.449,372.489
31,32,27,28,-35.22,3.63,0,-7.61,69.589,372.489
31,32,28,29,-28.7,17.02,0,-184.86,141.793,372.489
31,32,29,30,200.03,0.55,0,35.91,-3952.885,372.489
31,32,33,34,269.51,0.3,0,-43.77,-5342.904,373.688
31,32,34,35,745.44,1.43,0,284.23,-3694.523,373.688
31,32,35,36,350.75,8.01,0,-372.46,-695.355,373.688
31,32,36,37,688.43,1.47,0,4.72,-682.397,373.688
31,32,37,38,166.95,0.46,0,-35.81,-94.564,373.688
31,32,38,39,288.02,0.37,0,9.64,-101.964,373.688
31,32,39,40,241.08,0.34,0,-29.52,-56.897,373.688
31,32,40,41,94.4,0.42,0,30.05,-15.595,373.688
31,32,41,42,285.06,0.23,0,6.6,-34.25,373.688
31,32,42,43,146.05,0.08,0,17.58,-13.161,373.688
31,32,43,44,123.94,0.28,0,-38.1,-8.626,375.18
31,32,44,45,115.47,0.22,0,-20.92,-6.314,375.18
31,32,45,46,-185.63,0.57,0,19.74,8.12,375.18
31,32,46,47,-296.45,0.55,0,7.77,10.536,375.18
31,32,47,48,-102.66,1.18,0,-35.12,3.005,375.18
31,32,48,1,-12.16,0.03,0,14.65,3.451,375.18
32,33,1,2,1297.56,0.18,0,0.28,-5.144,370.645
32,33,2,3,2458.2,0.15,0,67.28,-10.753,370.645
32,33,3,4,1256.45,0.14,0,-82.04,-6.085,370.645
32,33,4,5,-725.18,0.27,0,5.43,3.902,370.645
32,33,5,6,-870.89,0.26,0,-5.12,5.227,370.645
32,33,6,7,111.18,0.39,0,15.64,-0.747,370.645
32,33,7,8,-1366.1,0.17,0,-23.54,10.332,370.645
32,33,8,9,-1026.1,0.29,0,1.15,8.772,370.645
32,33,9,10,-3881.51,0.18,0,8.71,37.709,370.645
32,33,10,11,-4776.49,0.15,0,-4.24,53.033,370.645
32,33,11,12,-5955.23,0.2,0,28.9,76.411,372.458
32,33,12,13,-34669.94,0.14,0,-4.02,515.083,372.458
32,33,13,14,8254.35,0.04,0,-13.56,-143.072,372.458
32,33,14,15,10432.34,0.14,0,-35.42,-212.733,372.458
32,33,15,16,7291.17,0.17,0,7.47,-176.556,372.458
32,33,16,17,2041.48,0.27,0,9.26,-59.322,372.458
32,33,17,18,1871.28,0.16,0,13.18,-66.027,372.458
32,33,18,19,596.7,0.15,0,-1.55,-25.913,372.458
32,33,19,20,298.31,0.15,0,0.28,-16.193,372.458
32,33,20,21,130.68,0.17,0,-51.95,-9.029,372.458
32,33,21,22,-76.12,0.19,0,46.25,6.861,373.792
32,33,22,23,-58.94,0.26,0,10.91,7.084,373.792
32,33,23,24,-2.5,2.24,0,-4.53,0.413,373.792
32,33,24,25,-57.69,15.27,0,-5.17,13.618,373.792
32,33,25,26,189.81,3.47,0,-29.54,-67.213,373.792
32,33,26,27,-19.45,3.57,0,-36.74,11.02,373.792
32,33,27,28,11.76,4.66,0,15.24,-11.661,373.792
32,33,28,29,411.97,1.81,0,-67.04,-816.956,373.792
32,33,29,30,-23.27,13.85,0,-2.07,115.357,373.792
32,33,30,31,236.35,0.11,0,-99.58,-4686.842,373.792
32,33,34,35,683.35,0.11,0,-92.07,-10990.685,303.168
32,33,35,36,629.38,0.21,0,13.38,-2530.659,303.168
32,33,36,37,802.54,0.29,0,37.86,-1290.774,303.168
32,33,37,38,130.75,0.09,0,-33.36,-105.145,303.168
32,33,38,39,200.6,0.08,0,13.56,-92.183,303.168
32,33,39,40,163.1,0.1,0,-26.5,-46.843,303.168
32,33,40,41,79.36,0.15,0,31.01,-18.809,375.281
32,33,41,42,167.87,0.15,0,11.8,-27.851,375.281
32,33,42,43,95.57,0,0,21.34,-11.532,375.281
32,33,43,44,71.48,0.2,0,-33.55,-6.469,375.281
32,33,44,45,57.96,0.21,0,-15.58,-4.035,375.281
32,33,45,46,-105.88,0.35,0,18.32,5.791,375.281
32,33,46,47,-166.14,0.33,0,3.71,7.27,375.281
32,33,47,48,-74.5,0.99,0,-37.85,2.649,375.281
32,33,48,1,-16.22,0.4,0,18.23,5.014,375.281
33,34,1,2,10543.72,0.33,0,3.16,-39.469,384.982
33,34,2,3,13411.02,0.26,0,70.94,-55.226,384.982
33,34,3,4,6321.22,0.23,0,-80.01,-28.72,384.982
33,34,4,5,-2647.57,0.25,0,4.69,13.319,384.982
33,34,5,6,-2941.17,0.1,0,-5.88,16.439,384.982
33,34,6,7,1105.41,0.19,0,16.07,-6.892,384.982
33,34,7,8,-4248.36,0.23,0,-24.54,29.663,384.982
33,34,8,9,-3131.9,0.25,0,0.37,24.603,384.982
33,34,9,10,-12671.9,0.18,0,5.07,112.524,384.982
33,34,10,11,-15281.32,0.19,0,-8.62,154.203,384.982
33,34,11,12,-17867.31,0.06,0,24.93,207.104,386.946
33,34,12,13,-99623.52,0.06,0,-3.01,1327.98,386.946
33,34,13,14,26592.16,0.11,0,-7,-410.442,386.946
33,34,14,15,31063.4,0.11,0,-30.63,-559.364,386.946
33,34,15,16,21172.75,0.03,0,9.39,-448.542,386.946
33,34,16,17,5244.47,0.2,0,8.91,-131.935,386.946
33,34,17,18,5371.41,0.03,0,13.4,-162.157,386.946
33,34,18,19,1462.12,0.07,0,-1.74,-53.597,386.946
33,34,19,20,1035.33,0.06,0,0.17,-46.711,386.946
33,34,20,21,555.81,0.09,0,-50.04,-31.345,386.946
33,34,21,22,-1110.72,0.13,0,43.09,79.902,387.81
33,34,22,23,-973.08,0.05,0,9.01,91,387.81
33,34,23,24,-230.53,0.6,0,-5.97,28.745,387.81
33,34,24,25,-2566.57,6.92,0,-93.03,440.038,387.81
33,34,25,26,1538.96,7.65,0,56.48,-376.935,387.81
33,34,26,27,206.38,2.3,0,-21.48,-75.822,387.81
33,34,27,28,223.78,0,0,13.15,-131.546,387.81
33,34,28,29,108.18,2.87,0,2.52,-111.28,387.81
33,34,29,30,-255.51,0.17,0,-38.93,525.678,387.81
33,34,30,31,112.83,0.17,0,-45.81,-580.32,387.81
33,34,31,32,269.04,0.14,0,-48.78,-1562.936,109.501
33,34,32,35,358.15,0.05,0,111.39,6241.755,109.501
33,34,35,36,524.36,0.03,0,45.4,-3046.141,109.501
33,34,36,37,889.74,0.07,0,42.02,-1292.171,109.501
33,34,37,38,185.39,0.14,0,-35.49,-107.697,109.501
33,34,38,39,328.88,0.12,0,11.78,-95.527,109.501
33,34,39,40,292.03,0.1,0,-27.82,-48.47,109.501
33,34,40,41,141.11,0.14,0,30.42,-51.999,388.974
33,34,41,42,310.16,0.16,0,13.93,-76.194,388.974
33,34,42,43,146.75,0.14,0,23.74,-25.235,388.974
33,34,43,44,149.65,0.08,0,-31.88,-18.716,388.974
33,34,44,45,153.33,0.15,0,-14.08,-14.382,388.974
33,34,45,46,-466.43,0.08,0,19.01,33.654,388.974
33,34,46,47,-932.22,0.06,0,4.37,52.849,388.974
33,34,47,48,-950.35,0.19,0,-36.78,43.101,388.974
33,34,48,1,54.85,0.96,0,22.23,-19.386,388.974
34,35,1,2,10581.74,0.1,0,4.01,-33.978,362.203
34,35,2,3,16564.57,0.17,0,72.31,-58.339,362.203
34,35,3,4,8203.24,0.18,0,-79.1,-31.782,362.203
34,35,4,5,-4102.47,0.16,0,4.57,17.536,362.203
34,35,5,6,-4853.79,0.18,0,-6.06,22.973,362.203
34,35,6,7,986.41,0.32,0,16.1,-5.187,362.203
34,35,7,8,-7491.37,0.11,0,-25.3,43.942,362.203
34,35,8,9,-5834.18,0.06,0,-0.55,38.326,362.203
34,35,9,10,-22928.93,0.13,0,1.69,169.464,362.203
34,35,10,11,-28080.39,0.14,0,-13.76,234.595,362.203
34,35,11,12,-35059.25,0.16,0,15.62,334.662,364.177
34,35,12,13,-131539.11,0.16,0,-9.18,1434.979,364.177
34,35,13,14,72869.9,0.14,0,4.34,-914.197,364.177
34,35,14,15,44146.98,0.09,0,-23.64,-641.299,364.177
34,35,15,16,22398.66,0.13,0,14.41,-379.603,364.177
34,35,16,17,5521.69,0.29,0,11.2,-110.093,364.177
34,35,17,18,5565.85,0.15,0,15.72,-131.781,364.177
34,35,18,19,1525.83,0.21,0,-1.04,-43.353,364.177
34,35,19,20,1036.25,0.19,0,1,-35.751,364.177
34,35,20,21,554.55,0.09,0,-47.97,-23.547,364.177
34,35,21,22,-1025.27,0.13,0,39.4,54.645,365.687
34,35,22,23,-952.36,0.08,0,6.71,64.602,365.687
34,35,23,24,-272.25,0.41,0,-7.5,24.008,365.687
34,35,24,25,3791.38,1.59,0,-75.88,-445.781,365.687
34,35,25,26,-2504.24,1.09,0,22.89,404.859,365.687
34,35,26,27,220.72,0.65,0,-26.94,-50.977,365.687
34,35,27,28,152.28,1.74,0,28.53,-52.754,365.687
34,35,28,29,1.66,370.93,0,-16.67,-0.922,365.687
34,35,29,30,-43.16,27.07,0,-92.84,41.868,365.687
34,35,30,31,-135.44,5.27,0,-180.72,262.761,365.687
34,35,31,32,723.17,0.13,0,-16.13,-591.075,61.626
34,35,32,33,690.22,0.03,0,-118.65,-2256.572,61.626
34,35,33,36,531.84,0.05,0,179.04,5216.343,61.626
34,35,36,37,633.93,0.05,0,87.97,-2072.533,61.626
34,35,37,38,160.83,0.15,0,-34.74,-131.449,61.626
34,35,38,39,316.33,0.12,0,11.39,-103.421,61.626
34,35,39,40,304.47,0.11,0,-28.49,-49.771,61.626
34,35,40,41,169.17,0.07,0,30.23,-93.996,366.575
34,35,41,42,353.8,0.1,0,15.78,-122.864,366.575
34,35,42,43,197.03,0.11,0,25.06,-45.616,366.575
34,35,43,44,185.33,0.04,0,-30.75,-30.035,366.575
34,35,44,45,180.86,0.14,0,-12.87,-21.317,366.575
34,35,45,46,-421.4,0.25,0,19.02,37.251,366.575
34,35,46,47,-800.32,0.35,0,4.04,54.42,366.575
34,35,47,48,-621.89,0.93,0,-36.33,33.226,366.575
34,35,48,1,45.6,1.91,0,25.54,-16.988,366.575
35,36,1,2,2376.8,0.68,0,5.46,-6.896,357.947
35,36,2,3,9728.61,0.13,0,74.36,-30.872,357.947
35,36,3,4,5461.83,0.06,0,-77.88,-19.01,357.947
35,36,4,5,-4277.81,0.09,0,3.98,16.379,357.947
35,36,5,6,-5654.34,0.05,0,-6.69,23.886,357.947
35,36,6,7,-862.14,0.77,0,16.12,4.033,357.947
35,36,7,8,-10702.59,0.15,0,-26.87,55.619,357.947
35,36,8,9,-9056.28,0.2,0,-1.85,52.497,357.947
35,36,9,10,-32213.28,0.11,0,-2.31,209.128,357.947
35,36,10,11,-42493.41,0.09,0,-19.9,310.371,357.947
35,36,11,12,-64612.79,0.11,0,3.19,535.696,359.449
35,36,12,13,-185873.77,0.16,0,-18.13,1751.241,359.449
35,36,13,14,185134.81,0.08,0,18.65,-1993.438,359.449
35,36,14,15,54005.62,0.05,0,-17.08,-668.736,359.449
35,36,15,16,12982.87,0.09,0,19.67,-186.146,359.449
35,36,16,17,3465.97,0.18,0,14.05,-57.977,359.449
35,36,17,18,2716.05,0.06,0,18.14,-53.45,359.449
35,36,18,19,768.58,0.13,0,0.48,-17.961,359.449
35,36,19,20,211.79,0.18,0,2.58,-5.939,359.449
35,36,20,21,50.79,0.71,0,-45.45,-1.729,359.449
35,36,21,22,212.59,1.18,0,36.51,-8.947,360.945
35,36,22,23,101.17,2.8,0,5.3,-5.322,360.945
35,36,23,24,-97.97,1.23,0,-8.31,6.559,360.945
35,36,24,25,1296.91,4.27,0,-35.68,-112.883,360.945
35,36,25,26,-345.53,3.4,0,-21.23,40.099,360.945
35,36,26,27,-1603.76,10.34,0,-138.74,255.917,360.945
35,36,27,28,932.8,13.13,0,142.01,-212.643,360.945
35,36,28,29,336.71,1.65,0,-13.08,-115.136,360.945
35,36,29,30,484.16,3.11,0,-72.19,-264.888,360.945
35,36,30,31,1173.28,0.93,0,-63.66,-1123.339,360.945
35,36,31,32,287.04,1.01,0,-2.95,-94.047,61.76
35,36,32,33,640.03,0.05,0,-62.42,-524.262,61.76
35,36,33,34,523.8,0.03,0,2.89,-1716.219,61.76
35,36,34,37,312.57,0.04,0,185.95,3072.385,61.76
35,36,37,38,73.18,0.24,0,-35.2,-239.775,61.76
35,36,38,39,146.6,0.25,0,8.68,-120.079,61.76
35,36,39,40,151.67,0.25,0,-30.25,-49.695,61.76
35,36,40,41,105.01,0.09,0,30.01,-100.819,361.961
35,36,41,42,177.66,0.08,0,17.51,-97.471,361.961
35,36,42,43,116.81,0.03,0,27.54,-40.055,361.961
35,36,43,44,103.84,0.07,0,-28.86,-23.738,361.961
35,36,44,45,86.87,0.12,0,-10.87,-13.902,361.961
35,36,45,46,-162.84,0.17,0,19.78,18.951,361.961
35,36,46,47,-256.89,0.33,0,4.48,22.422,361.961
35,36,47,48,-40.73,5.32,0,-35.1,2.734,361.961
35,36,48,1,-13.86,2.33,0,30.7,5.79,361.961
36,37,1,2,2313.19,1.9,0,6.98,-6.085,354.061
36,37,2,3,51726.34,0.13,0,76.68,-148.452,354.061
36,37,3,4,31917.46,0.16,0,-76.38,-100.184,354.061
36,37,4,5,-27344.04,0.06,0,4.05,94.138,354.061
36,37,5,6,-38773.17,0.04,0,-6.56,146.842,354.061
36,37,6,7,-11905.33,0.16,0,17.76,49.746,354.061
36,37,7,8,-79795.93,0.09,0,-26.66,369.191,354.061
36,37,8,9,-76679.55,0.21,0,0.02,394.161,354.061
36,37,9,10,-287342.81,0.11,0,1.67,1647.57,354.061
36,37,10,11,-342278.03,0.12,0,-26.72,2197.945,354.061
36,37,11,12,-362601.16,0.03,0,-1.29,1447.304,195.609
36,37,12,13,1632056,0.04,0,-34.76,-7363.569,195.609
36,37,13,14,-244387.92,0.04,0,9.54,1253.028,195.609
36,37,14,15,-139792.95,0.05,0,-23.95,819.131,195.609
36,37,15,16,-78816.62,0.04,0,16.81,531.113,195.609
36,37,16,17,-20827.08,0.15,0,16.69,162.504,195.609
36,37,17,18,-20361.3,0.09,0,20.03,185.349,195.609
36,37,18,19,-6281,0.03,0,4.12,67.266,195.609
36,37,19,20,-3888.24,0.16,0,5.65,49.448,195.609
36,37,20,21,-1999.6,0.05,0,-41.35,55.478,355.613
36,37,21,22,3052.1,0.12,0,36.14,-102.821,355.613
36,37,22,23,2200.36,0.1,0,6.81,-91.234,355.613
36,37,23,24,-538.63,0.18,0,-6.18,27.917,355.613
36,37,24,25,2710.71,0.28,0,-16.08,-178.811,355.613
36,37,25,26,-541.24,0.66,0,-26.36,46.413,355.613
36,37,26,27,430.07,14.9,0,-60.97,-49.173,355.613
36,37,27,28,-1677.17,2.82,0,58,263.677,355.613
36,37,28,29,980.74,0.14,0,-6.72,-220.269,355.613
36,37,29,30,1717.26,0.51,0,-18.77,-578.527,355.613
36,37,30,31,208.98,0.6,0,-22.9,-46.222,145.919
36,37,31,32,650.77,0.18,0,-8.24,-251.887,145.919
36,37,32,33,801.41,0.08,0,-48.09,-620.39,145.919
36,37,33,34,875.13,0,0,20.46,-1693.644,145.919
36,37,34,35,623.26,0,0,-144.65,-4824.831,145.919
36,37,35,38,737.41,0.04,0,170.47,10471.47,89.223
36,37,38,39,736.1,0,0,51.89,-3484.265,89.223
36,37,39,40,861.76,0.03,0,-32.38,-1019.774,89.223
36,37,40,41,991.78,0.14,0,23.53,-469.453,89.223
36,37,41,42,1497.59,0.05,0,30.9,-354.439,89.223
36,37,42,43,1384,0.11,0,24.8,-187.174,89.223
36,37,43,44,603.61,0.11,0,-31.42,-51.021,89.223
36,37,44,45,63.81,7.62,0,-33.27,-14.388,357.013
36,37,45,46,-53.78,15.82,0,32.61,8.489,357.013
36,37,46,47,-1528.56,0.22,0,13.19,175.461,357.013
36,37,47,48,-2244.76,1.74,0,-54.43,193.255,357.013
36,37,48,1,984.09,0.92,0,24.63,-467.986,357.013
37,38,1,2,-5632.89,0.75,0,7.14,13.563,352.659
37,38,2,3,-7824.94,0.9,0,77.63,20.504,352.659
37,38,3,4,-3485.78,1.19,0,-76.16,9.964,352.659
37,38,4,5,4978.38,0.54,0,3,-15.565,352.659
37,38,5,6,6260.03,0.51,0,-6.83,-21.466,352.659
37,38,6,7,5635.22,0.15,0,19.27,-21.257,352.659
37,38,7,8,22286.54,0.23,0,-30.25,-92.756,352.659
37,38,8,9,23170.38,0.17,0,-1.57,-106.778,352.659
37,38,9,10,69139.53,0.25,0,1.77,-353.995,352.659
37,38,10,11,142088.77,0.19,0,-27.14,-811.484,352.659
37,38,11,12,374734.56,0.08,0,-1.65,-2402.696,353.521
37,38,12,13,-377293.53,0.17,0,-13.66,2721.669,353.521
37,38,13,14,-63765.64,0.48,0,9.35,519.955,353.521
37,38,14,15,-32451.37,0.45,0,-23.92,300.704,353.521
37,38,15,16,-14190.46,0.47,0,16.83,150.276,353.521
37,38,16,17,-3214.91,0.43,0,15.05,39.153,353.521
37,38,17,18,-3700.44,0.46,0,18.14,52.181,353.521
37,38,18,19,-947.96,0.36,0,4.99,15.595,353.521
37,38,19,20,-767.83,0.65,0,5.58,14.861,353.521
37,38,20,21,-456.72,0.53,0,-40.72,10.497,353.521
37,38,21,22,941.42,0.81,0,36.39,-26.043,354.571
37,38,22,23,935.92,0.88,0,8.31,-31.438,354.571
37,38,23,24,297.78,1.48,0,-4.99,-12.311,354.571
37,38,24,25,-57.97,0.87,0,-0.98,2.996,354.571
37,38,25,26,-217.46,1.53,0,-28.6,14.302,354.571
37,38,26,27,-396.02,0.93,0,-23.14,33.861,354.571
37,38,27,28,-155.93,0.82,0,24.5,17.776,354.571
37,38,28,29,123.93,0.48,0,8.47,-19.427,354.571
37,38,29,30,155.23,0.41,0,-10.97,-34.762,354.571
37,38,30,31,25.35,0.63,0,-13.7,-8.517,354.571
37,38,31,32,150.83,0.37,0,-6.99,-48.318,211.344
37,38,32,33,123.54,0.34,0,-28.28,-69.257,211.344
37,38,33,34,173.17,0.33,0,21.27,-194.163,211.344
37,38,34,35,150.95,0.27,0,-69.88,-423.121,211.344
37,38,35,36,70.88,0.28,0,-169.7,-794.762,211.344
37,38,36,39,346.75,0.09,0,281.68,10030.245,181.749
37,38,39,40,533.7,0.03,0,-81.12,-5146.038,181.749
37,38,40,41,840.82,0.08,0,38.66,-2026.824,181.749
37,38,41,42,1156.13,0.11,0,21.17,-1114.752,181.749
37,38,42,43,570.69,0.14,0,50.63,-275.13,181.749
37,38,43,44,320.56,0.46,0,-57.36,-88.311,181.749
37,38,44,45,266.4,1.81,0,-39.31,-45.869,181.749
37,38,45,46,-136.89,5.82,0,78.84,30.769,355.884
37,38,46,47,111.48,4.81,0,-13.52,-17.539,355.884
37,38,47,48,1006.67,3.08,0,-130.33,-115.188,355.884
37,38,48,1,-193,6.15,0,174.67,107.583,355.884
38,39,1,2,-16847.55,1.38,0,5.08,37.701,355.852
38,39,2,3,-45824.33,0.7,0,75.33,111.339,355.852
38,39,3,4,-25095.99,0.57,0,-78.03,66.355,355.852
38,39,4,5,17797.72,0.38,0,0.59,-51.337,355.852
38,39,5,6,24512.46,0.39,0,-9.7,-77.33,355.852
38,39,6,7,3919.16,0.21,0,13.81,-13.561,355.852
38,39,7,8,47128,0.28,0,-28.51,-179.386,355.852
38,39,8,9,43234.47,0.25,0,-1.67,-181.569,355.852
38,39,9,10,166220.8,0.29,0,4.95,-772.942,355.852
38,39,10,11,189557.19,0.29,0,-10.2,-979.322,355.852
38,39,11,12,151933.8,0.35,0,17.21,-878.701,357.126
38,39,12,13,-363980.72,0.07,0,-8.93,2357.541,357.126
38,39,13,14,-47682.04,0.78,0,-1.9,347.469,357.126
38,39,14,15,-28658.69,0.66,0,-26.87,236.07,357.126
38,39,15,16,-13301.68,0.64,0,15.02,124.514,357.126
38,39,16,17,-2636.31,0.54,0,13.44,28.203,357.126
38,39,17,18,-3478.16,0.59,0,17.95,42.791,357.126
38,39,18,19,-633.22,0.32,0,3.04,9.02,357.126
38,39,19,20,-806.2,0.68,0,5.35,13.399,357.126
38,39,20,21,-544.52,0.67,0,-39.59,10.647,357.126
38,39,21,22,1715.1,0.73,0,35.19,-39.959,358.356
38,39,22,23,1997.25,0.75,0,7.84,-55.84,358.356
38,39,23,24,1164.6,0.93,0,-5.18,-39.536,358.356
38,39,24,25,354.77,0.18,0,6.03,-14.824,358.356
38,39,25,26,-888.97,0.88,0,-24.59,46.43,358.356
38,39,26,27,-1040.12,0.69,0,-16.65,69.14,358.356
38,39,27,28,-358.58,0.67,0,25.64,30.986,358.356
38,39,28,29,222.72,0.48,0,9.57,-25.662,358.356
38,39,29,30,253.07,0.39,0,-9.46,-40.094,358.356
38,39,30,31,0.27,137.77,0,-8.25,-0.06,358.356
38,39,31,32,274.21,0.27,0,-8.89,-48.766,187.728
38,39,32,33,198.32,0.29,0,-21.92,-56.431,187.728
38,39,33,34,317.69,0.28,0,19.8,-158.2,187.728
38,39,34,35,304.7,0.24,0,-50.99,-303.461,187.728
38,39,35,36,143.12,0.37,0,-40.38,-356.33,187.728
38,39,36,37,730.29,0.06,0,-152.82,-7273.121,187.728
38,39,37,40,785.45,0.06,0,101.02,4084.965,32.678
38,39,40,41,1297.94,0.06,0,101.9,-2250.124,32.678
38,39,41,42,811.73,0.09,0,41.2,-351.806,32.678
38,39,42,43,288.09,0.31,0,28.54,-49.944,32.678
38,39,43,44,-54.24,0.36,0,-51.45,51.589,358.564
38,39,44,45,-367.17,0.87,0,-61.48,199.554,358.564
38,39,45,46,570.76,0.66,0,53.57,-193.88,358.564
38,39,46,47,490.61,0.84,0,-6.64,-111.102,358.564
38,39,47,48,-37.33,22.5,0,-88.98,5.917,358.564
38,39,48,1,227.27,1.49,0,98.1,-153.329,358.564
39,40,1,2,-14106.58,1.06,0,2.46,30.777,375.832
39,40,2,3,-39093.87,0.48,0,72.12,92.396,375.832
39,40,3,4,-21660.47,0.45,0,-79.34,55.583,375.832
39,40,4,5,14085.71,0.32,0,1.35,-39.334,375.832
39,40,5,6,19244.69,0.25,0,-8.86,-58.627,375.832
39,40,6,7,1057.6,1.52,0,13.01,-3.524,375.832
